record_type,clade,taxonID,scientificName,genus,specificEpithet,infraspecificEpithet,scientificNameID,gbif_id,lookup_method,gbif_status,gbif_confidence,accepted_name,accepted_gbif_id,accepted_gbif_url,error,Species,EDGE.rank,Family,Order,edge.med,ed.med,tbl.med,above.med.tot,above.med.perc,above.med,threat,EDGE.List,synonym_edge_keys
edge_original,gymno,Wollemia_nobilis,Wollemia nobilis,Wollemia,nobilis,,,,name_match,ACCEPTED,100,Wollemia nobilis,2685085,https://gbif.org/species/2685085,,Wollemia_nobilis,2,Araucariaceae,Pinales,130.8306652,136.095033,136.095033,100,1.0000,y,CR,y,
edge_original,gymno,Araucaria_angustifolia,Araucaria angustifolia,Araucaria,angustifolia,,,,name_match,ACCEPTED,99,Araucaria angustifolia,2684940,https://gbif.org/species/2684940,,Araucaria_angustifolia,3,Araucariaceae,Pinales,39.60004335,41.84383112,28.090047,100,1.0000,y,CR,y,
edge_original,gymno,Araucaria_araucana,Araucaria araucana,Araucaria,araucana,,,,name_match,ACCEPTED,100,Araucaria araucana,2684984,https://gbif.org/species/2684984,,Araucaria_araucana,8,Araucariaceae,Pinales,26.84981647,56.06130983,28.090047,100,1.0000,y,EN,y,
edge_original,gymno,Microcycas_calocoma,Microcycas calocoma,Microcycas,calocoma,,,,name_match,ACCEPTED,100,Microcycas calocoma,2683622,https://gbif.org/species/2683622,,Microcycas_calocoma,6,Zamiaceae,Cycadales,28.65050824,29.42105,29.42105,100,1.0000,y,CR,y,
edge_original,gymno,Welwitschia_mirabilis,Welwitschia mirabilis,Welwitschia,mirabilis,,,,name_match,ACCEPTED,100,Welwitschia mirabilis,5275521,https://gbif.org/species/5275521,,Welwitschia_mirabilis,4,Welwitschiaceae,Welwitschiales,39.29721291,114.649562,114.649562,100,1.0000,y,NA,n,
edge_original,gymno,Ginkgo_biloba,Ginkgo biloba,Ginkgo,biloba,,,,name_match,ACCEPTED,100,Ginkgo biloba,2687885,https://gbif.org/species/2687885,,Ginkgo_biloba,1,Ginkgoaceae,Ginkgoales,148.9072295,315,315,100,1.0000,y,EN,y,
edge_original,gymno,Acmopyle_sahniana,Acmopyle sahniana,Acmopyle,sahniana,,,,name_match,ACCEPTED,100,Acmopyle sahniana,2687715,https://gbif.org/species/2687715,,Acmopyle_sahniana,5,Podocarpaceae,Pinales,30.33005201,32.52186058,29.379558,100,1.0000,y,CR,y,
edge_original,gymno,Sciadopitys_verticillata,Sciadopitys verticillata,Sciadopitys,verticillata,,,,name_match,ACCEPTED,100,Sciadopitys verticillata,2684904,https://gbif.org/species/2684904,,Sciadopitys_verticillata,7,Sciadopityaceae,Pinales,27.99810691,223.323794,223.323794,100,1.0000,y,NT,n,
edge_original,gymno,Parasitaxus_usta,Parasitaxus usta,Parasitaxus,usta,,,,name_match,ACCEPTED,100,Parasitaxus usta,2687701,https://gbif.org/species/2687701,,Parasitaxus_usta,9,Podocarpaceae,Pinales,24.41816774,101.5976898,100.731852,100,1.0000,y,VU,y,
edge_original,gymno,Taiwania_cryptomerioides,Taiwania cryptomerioides,Taiwania,cryptomerioides,,,,name_match,ACCEPTED,100,Taiwania cryptomerioides,5284272,https://gbif.org/species/5284272,,Taiwania_cryptomerioides,10,Cupressaceae,Pinales,21.21998615,86.097673,86.097673,100,1.0000,y,VU,y,
edge_original,gymno,Pseudotaxus_chienii,Pseudotaxus chienii,Pseudotaxus,chienii,,,,name_match,ACCEPTED,100,Pseudotaxus chienii,2685116,https://gbif.org/species/2685116,,Pseudotaxus_chienii,16,Taxaceae,Pinales,15.49579212,62.005306,62.005306,100,1.0000,y,VU,y,
edge_original,gymno,Cathaya_argyrophylla,Cathaya argyrophylla,Cathaya,argyrophylla,,,,name_match,ACCEPTED,100,Cathaya argyrophylla,2686150,https://gbif.org/species/2686150,,Cathaya_argyrophylla,12,Pinaceae,Pinales,18.20463328,71.322332,71.322332,100,1.0000,y,VU,y,
edge_original,gymno,Pseudolarix_amabilis,Pseudolarix amabilis,Pseudolarix,amabilis,,,,name_match,ACCEPTED,100,Pseudolarix amabilis,2686287,https://gbif.org/species/2686287,,Pseudolarix_amabilis,15,Pinaceae,Pinales,15.73923332,66.3338717,66.333857,100,1.0000,y,VU,y,
edge_original,gymno,Sequoiadendron_giganteum,Sequoiadendron giganteum,Sequoiadendron,giganteum,,,,name_match,ACCEPTED,100,Sequoiadendron giganteum,2684120,https://gbif.org/species/2684120,,Sequoiadendron_giganteum,14,Cupressaceae,Pinales,17.09425868,35.63786579,30.163409,100,1.0000,y,EN,y,
edge_original,gymno,Metasequoia_glyptostroboides,Metasequoia glyptostroboides,Metasequoia,glyptostroboides,,,,name_match,ACCEPTED,100,Metasequoia glyptostroboides,5284231,https://gbif.org/species/5284231,,Metasequoia_glyptostroboides,11,Cupressaceae,Pinales,19.21685566,39.14641313,37.080714,100,1.0000,y,EN,y,
edge_original,gymno,Sequoia_sempervirens,Sequoia sempervirens,Sequoia,sempervirens,,,,name_match,ACCEPTED,100,Sequoia sempervirens,2683909,https://gbif.org/species/2683909,,Sequoia_sempervirens,13,Cupressaceae,Pinales,17.29705846,35.51783115,30.163409,100,1.0000,y,EN,y,
edge_original,gymno,Saxegothaea_conspicua,Saxegothaea conspicua,Saxegothaea,conspicua,,,,name_match,ACCEPTED,100,Saxegothaea conspicua,2687717,https://gbif.org/species/2687717,,Saxegothaea_conspicua,18,Podocarpaceae,Pinales,14.26280113,114.640293,114.640293,100,1.0000,y,NT,n,
edge_original,gymno,Glyptostrobus_pensilis,Glyptostrobus pensilis,Glyptostrobus,pensilis,,,,name_match,ACCEPTED,100,Glyptostrobus pensilis,2684155,https://gbif.org/species/2684155,,Glyptostrobus_pensilis,17,Cupressaceae,Pinales,14.28840151,14.87418275,13.973626,100,1.0000,y,CR,y,
edge_original,gymno,Stangeria_eriopus,Stangeria eriopus,Stangeria,eriopus,,,,name_match,ACCEPTED,99,Stangeria eriopus,2683200,https://gbif.org/species/2683200,,Stangeria_eriopus,22,Zamiaceae,Cycadales,12.17087202,50.759524,50.759524,100,1.0000,y,VU,y,
edge_original,gymno,Agathis_australis,Agathis australis,Agathis,australis,,,,name_match,ACCEPTED,99,Agathis australis,5284415,https://gbif.org/species/5284415,,Agathis_australis,21,Araucariaceae,Pinales,12.35612056,56.65608289,56.41335262,98,0.9800,y,NA,n,
edge_original,gymno,Pherosphaera_hookeriana,Pherosphaera hookeriana,Pherosphaera,hookeriana,,,,name_match,ACCEPTED,99,Pherosphaera hookeriana,2687809,https://gbif.org/species/2687809,,Pherosphaera_hookeriana,23,Podocarpaceae,Pinales,11.27003811,97.11447448,3.236226,100,1.0000,y,NT,n,
edge_original,gymno,Prumnopitys_standleyi,Prumnopitys standleyi,Prumnopitys,standleyi,,,,name_match,ACCEPTED,99,Prumnopitys standleyi,2687259,https://gbif.org/species/2687259,,Prumnopitys_standleyi,20,Podocarpaceae,Pinales,13.20900833,28.50818234,27.05862949,100,1.0000,y,EN,y,
edge_original,gymno,Pherosphaera_fitzgeraldii,Pherosphaera fitzgeraldii,Pherosphaera,fitzgeraldii,,,,name_match,ACCEPTED,99,Pherosphaera fitzgeraldii,2687656,https://gbif.org/species/2687656,,Pherosphaera_fitzgeraldii,19,Podocarpaceae,Pinales,13.93494253,14.91918662,3.236226,100,1.0000,y,CR,y,
edge_original,gymno,Prumnopitys_ladei,Prumnopitys ladei,Prumnopitys,ladei,,,,name_match,ACCEPTED,99,Prumnopitys ladei,2687253,https://gbif.org/species/2687253,,Prumnopitys_ladei,24,Podocarpaceae,Pinales,11.02646173,45.21399795,45.213983,100,1.0000,y,VU,y,
edge_original,gymno,Taxus_floridana,Taxus floridana,Taxus,floridana,,,,name_match,ACCEPTED,99,Taxus floridana,5284513,https://gbif.org/species/5284513,,Taxus_floridana,26,Taxaceae,Pinales,8.710956803,9.324557087,9.217281,100,1.0000,y,CR,y,
edge_original,gymno,Araucaria_heterophylla,Araucaria heterophylla,Araucaria,heterophylla,,,,name_match,ACCEPTED,100,Araucaria heterophylla,2684969,https://gbif.org/species/2684969,,Araucaria_heterophylla,25,Araucariaceae,Pinales,9.748978794,39.45402,39.45402,100,1.0000,y,VU,y,
edge_original,gymno,Cycas_hongheensis,Cycas hongheensis,Cycas,hongheensis,,,,name_match,ACCEPTED,99,Cycas hongheensis,7860381,https://gbif.org/species/7860381,,Cycas_hongheensis,27,Cycadaceae,Cycadales,8.184516984,10.323199,10.323199,99,0.9900,y,CR,y,
edge_original,gymno,Dioon_spinulosum,Dioon spinulosum,Dioon,spinulosum,,,,name_match,ACCEPTED,99,Dioon spinulosum,2683495,https://gbif.org/species/2683495,,Dioon_spinulosum,28,Zamiaceae,Cycadales,7.645641394,14.83047222,14.691371,100,1.0000,y,EN,y,
edge_original,gymno,Cycas_multipinnata,Cycas multipinnata,Cycas,multipinnata,,,,name_match,ACCEPTED,100,Cycas multipinnata,2683291,https://gbif.org/species/2683291,,Cycas_multipinnata,31,Cycadaceae,Cycadales,7.100958959,8.696645,8.696645,100,1.0000,y,CR,y,
edge_original,gymno,Prumnopitys_andina,Prumnopitys andina,Prumnopitys,andina,,,,name_match,ACCEPTED,99,Prumnopitys andina,2687286,https://gbif.org/species/2687286,,Prumnopitys_andina,29,Podocarpaceae,Pinales,7.460033107,32.55605589,32.545108,100,1.0000,y,VU,y,
edge_original,gymno,Araucaria_schmidii,Araucaria schmidii,Araucaria,schmidii,,,,name_match,ACCEPTED,99,Araucaria schmidii,2684995,https://gbif.org/species/2684995,,Araucaria_schmidii,30,Araucariaceae,Pinales,7.159464379,7.465446853,6.41365,100,1.0000,y,CR,y,
edge_original,gymno,Pseudotsuga_japonica,Pseudotsuga japonica,Pseudotsuga,japonica,,,,name_match,ACCEPTED,100,Pseudotsuga japonica,2685851,https://gbif.org/species/2685851,,Pseudotsuga_japonica,32,Pinaceae,Pinales,6.674360948,14.22535389,13.901389,100,1.0000,y,EN,y,
edge_original,gymno,Manoao_colensoi,Manoao colensoi,Manoao,colensoi,,,,name_match,ACCEPTED,100,Manoao colensoi,2687870,https://gbif.org/species/2687870,,Manoao_colensoi,33,Podocarpaceae,Pinales,6.588833435,104.0223412,100.731852,97,0.9700,y,LC,n,
edge_original,gymno,Dioon_rzedowskii,Dioon rzedowskii,Dioon,rzedowskii,,,,name_match,ACCEPTED,99,Dioon rzedowskii,2683519,https://gbif.org/species/2683519,,Dioon_rzedowskii,34,Zamiaceae,Cycadales,6.285291005,12.31907522,9.894908,100,1.0000,y,EN,y,
edge_original,gymno,Dioon_mejiae,Dioon mejiae,Dioon,mejiae,,,,name_match,ACCEPTED,100,Dioon mejiae,2683516,https://gbif.org/species/2683516,,Dioon_mejiae,36,Zamiaceae,Cycadales,5.908927978,12.48379247,9.894908,100,1.0000,y,EN,y,
edge_original,gymno,Falcatifolium_angustum,Falcatifolium angustum,Falcatifolium,angustum,,,,name_match,ACCEPTED,99,Falcatifolium angustum,2687757,https://gbif.org/species/2687757,,Falcatifolium_angustum,38,Podocarpaceae,Pinales,5.81687881,13.06163572,12.20081812,100,1.0000,y,EN,y,
edge_original,gymno,Podocarpus_henkelii,Podocarpus henkelii,Podocarpus,henkelii,,,,name_match,ACCEPTED,99,Podocarpus henkelii,5286114,https://gbif.org/species/5286114,,Podocarpus_henkelii,35,Podocarpaceae,Pinales,6.277113568,14.446517,14.446517,100,1.0000,y,EN,y,
edge_original,gymno,Zamia_spartea,Zamia spartea,Zamia,spartea,,,,name_match,ACCEPTED,100,Zamia spartea,5284186,https://gbif.org/species/5284186,,Zamia_spartea,37,Zamiaceae,Cycadales,5.835371516,7.130116711,5.524456446,99,0.9900,y,CR,y,
edge_original,gymno,Austrotaxus_spicata,Austrotaxus spicata,Austrotaxus,spicata,,,,name_match,ACCEPTED,100,Austrotaxus spicata,2685114,https://gbif.org/species/2685114,,Austrotaxus_spicata,39,Taxaceae,Pinales,5.697027711,89.473047,89.473047,99,0.9900,y,LC,n,
edge_original,gymno,Picea_koyamae,Picea koyamae,Picea,koyamae,,,,name_match,ACCEPTED,100,Picea koyamae,5284870,https://gbif.org/species/5284870,,Picea_koyamae,40,Pinaceae,Pinales,5.646648352,6.145526447,5.744365,100,1.0000,y,CR,y,
edge_original,gymno,Cycas_pranburiensis,Cycas pranburiensis,Cycas,pranburiensis,,,,name_match,ACCEPTED,100,Cycas pranburiensis,2683298,https://gbif.org/species/2683298,,Cycas_pranburiensis,41,Cycadaceae,Cycadales,5.577606343,6.506327,6.506327,100,1.0000,y,CR,y,
edge_original,gymno,Podocarpus_urbanii,Podocarpus urbanii,Podocarpus,urbanii,,,,name_match,ACCEPTED,100,Podocarpus urbanii,5286020,https://gbif.org/species/5286020,,Podocarpus_urbanii,42,Podocarpaceae,Pinales,5.511857409,5.830711519,5.830711,100,1.0000,y,CR,y,
edge_original,gymno,Agathis_kinabaluensis,Agathis kinabaluensis,Agathis,kinabaluensis,,,,name_match,ACCEPTED,99,Agathis kinabaluensis,5284413,https://gbif.org/species/5284413,,Agathis_kinabaluensis,44,Araucariaceae,Pinales,5.33199561,10.6940855,9.513257982,100,1.0000,y,EN,y,
edge_original,gymno,Cycas_chamaoensis,Cycas chamaoensis,Cycas,chamaoensis,,,,name_match,ACCEPTED,100,Cycas chamaoensis,2683274,https://gbif.org/species/2683274,,Cycas_chamaoensis,46,Cycadaceae,Cycadales,5.205564444,5.612784975,5.299164,100,1.0000,y,CR,y,
edge_original,gymno,Pinus_nelsonii,Pinus nelsonii,Pinus,nelsonii,,,,name_match,ACCEPTED,100,Pinus nelsonii,5285118,https://gbif.org/species/5285118,,Pinus_nelsonii,43,Pinaceae,Pinales,5.447826865,10.95817121,10.958171,100,1.0000,y,EN,y,
edge_original,gymno,Encephalartos_cupidus,Encephalartos cupidus,Encephalartos,cupidus,,,,name_match,ACCEPTED,100,Encephalartos cupidus,2683753,https://gbif.org/species/2683753,,Encephalartos_cupidus,45,Zamiaceae,Cycadales,5.235654109,5.306270232,4.950118,100,1.0000,y,CR,y,
edge_original,gymno,Cycas_zeylanica,Cycas zeylanica,Cycas,zeylanica,,,,name_match,ACCEPTED,100,Cycas zeylanica,2683266,https://gbif.org/species/2683266,,Cycas_zeylanica,48,Cycadaceae,Cycadales,5.171199879,6.232883,6.232883,100,1.0000,y,CR,y,
edge_original,gymno,Cunninghamia_konishii,Cunninghamia konishii,Cunninghamia,konishii,,,,name_match,ACCEPTED,99,Cunninghamia konishii,5284275,https://gbif.org/species/5284275,,Cunninghamia_konishii,47,Cupressaceae,Pinales,5.184265862,11.02960057,6.039561,100,1.0000,y,EN,y,
edge_original,gymno,Cycas_hoabinhensis,Cycas hoabinhensis,Cycas,hoabinhensis,,,,name_match,ACCEPTED,99,Cycas hoabinhensis,7639463,https://gbif.org/species/7639463,,Cycas_hoabinhensis,50,Cycadaceae,Cycadales,5.075494624,11.972033,11.972033,100,1.0000,y,EN,y,
edge_original,gymno,Encephalartos_middelburgensis,Encephalartos middelburgensis,Encephalartos,middelburgensis,,,,name_match,ACCEPTED,100,Encephalartos middelburgensis,9848396,https://gbif.org/species/9848396,,Encephalartos_middelburgensis,49,Zamiaceae,Cycadales,5.135350284,5.319359146,4.950118,100,1.0000,y,CR,y,
edge_original,gymno,Torreya_jackii,Torreya jackii,Torreya,jackii,,,,name_match,ACCEPTED,100,Torreya jackii,5284510,https://gbif.org/species/5284510,,Torreya_jackii,52,Taxaceae,Pinales,4.993173079,9.878567385,9.878566,100,1.0000,y,EN,y,
edge_original,gymno,Athrotaxis_selaginoides,Athrotaxis selaginoides,Athrotaxis,selaginoides,,,,name_match,ACCEPTED,100,Athrotaxis selaginoides,2684865,https://gbif.org/species/2684865,,Athrotaxis_selaginoides,55,Cupressaceae,Pinales,4.907213376,20.66105832,2.551752,100,1.0000,y,VU,y,
edge_original,gymno,Athrotaxis_cupressoides,Athrotaxis cupressoides,Athrotaxis,cupressoides,,,,name_match,ACCEPTED,100,Athrotaxis cupressoides,2684870,https://gbif.org/species/2684870,,Athrotaxis_cupressoides,53,Cupressaceae,Pinales,4.992065486,19.49231837,2.551752,100,1.0000,y,VU,y,
edge_original,gymno,Fokienia_hodginsii,Fokienia hodginsii,Fokienia,hodginsii,,,,name_match,ACCEPTED,100,Fokienia hodginsii,2684887,https://gbif.org/species/2684887,,Fokienia_hodginsii,51,Cupressaceae,Pinales,5.035070887,18.47889352,18.478495,98,0.9800,y,NA,n,
edge_original,gymno,Agathis_orbicula,Agathis orbicula,Agathis,orbicula,,,,name_match,ACCEPTED,99,Agathis orbicula,5284414,https://gbif.org/species/5284414,,Agathis_orbicula,56,Araucariaceae,Pinales,4.831454647,9.363585307,8.946189039,99,0.9900,y,EN,y,
edge_original,gymno,Encephalartos_latifrons,Encephalartos latifrons,Encephalartos,latifrons,,,,name_match,ACCEPTED,100,Encephalartos latifrons,2683697,https://gbif.org/species/2683697,,Encephalartos_latifrons,54,Zamiaceae,Cycadales,4.941639768,5.219288,5.219288,100,1.0000,y,CR,y,
edge_original,gymno,Araucaria_muelleri,Araucaria muelleri,Araucaria,muelleri,,,,name_match,ACCEPTED,100,Araucaria muelleri,2685005,https://gbif.org/species/2685005,,Araucaria_muelleri,57,Araucariaceae,Pinales,4.706951891,9.766000942,8.785401,100,1.0000,y,EN,y,
edge_original,gymno,Cycas_collina,Cycas collina,Cycas,collina,,,,name_match,ACCEPTED,100,Cycas collina,2683279,https://gbif.org/species/2683279,,Cycas_collina,58,Cycadaceae,Cycadales,4.690959064,5.415479665,5.337219,100,1.0000,y,CR,y,
edge_original,gymno,Cephalotaxus_hainanensis,Cephalotaxus hainanensis,Cephalotaxus,hainanensis,,,,name_match,ACCEPTED,100,Cephalotaxus hainanensis,2685278,https://gbif.org/species/2685278,,Cephalotaxus_hainanensis,60,Cephalotaxaceae,Pinales,4.681104213,10.17590096,10.175691,100,1.0000,y,EN,y,
edge_original,gymno,Taxus_chinensis,Taxus chinensis,Taxus,chinensis,,,,name_match,ACCEPTED,99,Taxus chinensis,8641859,https://gbif.org/species/8641859,,Taxus_chinensis,64,Taxaceae,Pinales,4.485220739,9.468497696,9.348277,100,1.0000,y,EN,y,
edge_original,gymno,Fitzroya_cupressoides,Fitzroya cupressoides,Fitzroya,cupressoides,,,,name_match,ACCEPTED,100,Fitzroya cupressoides,2684353,https://gbif.org/species/2684353,,Fitzroya_cupressoides,61,Cupressaceae,Pinales,4.634119607,9.573104926,9.124465,100,1.0000,y,EN,y,
edge_original,gymno,Torreya_taxifolia,Torreya taxifolia,Torreya,taxifolia,,,,name_match,ACCEPTED,100,Torreya taxifolia,5284481,https://gbif.org/species/5284481,,Torreya_taxifolia,59,Taxaceae,Pinales,4.684727464,4.791946777,4.695976,100,1.0000,y,CR,y,
edge_original,gymno,Amentotaxus_formosana,Amentotaxus formosana,Amentotaxus,formosana,,,,name_match,ACCEPTED,100,Amentotaxus formosana,2685181,https://gbif.org/species/2685181,,Amentotaxus_formosana,62,Taxaceae,Pinales,4.546874104,10.55143974,10.551438,99,0.9900,y,EN,y,
edge_original,gymno,Cycas_debaoensis,Cycas debaoensis,Cycas,debaoensis,,,,name_match,ACCEPTED,100,Cycas debaoensis,2683265,https://gbif.org/species/2683265,,Cycas_debaoensis,63,Cycadaceae,Cycadales,4.520447642,5.066227631,4.9983,98,0.9800,y,CR,y,
edge_original,gymno,Agathis_borneensis,Agathis borneensis,Agathis,borneensis,,,,name_match,ACCEPTED,100,Agathis borneensis,5284426,https://gbif.org/species/5284426,,Agathis_borneensis,66,Araucariaceae,Pinales,4.381793124,9.027090308,8.3778,100,1.0000,y,EN,y,
edge_original,gymno,Acmopyle_pancheri,Acmopyle pancheri,Acmopyle,pancheri,,,,name_match,ACCEPTED,100,Acmopyle pancheri,2687710,https://gbif.org/species/2687710,,Acmopyle_pancheri,65,Podocarpaceae,Pinales,4.469132728,82.90890327,29.379558,97,0.9700,y,LC,n,
edge_original,gymno,Taxus_wallichiana,Taxus wallichiana,Taxus,wallichiana,,,,name_match,ACCEPTED,100,Taxus wallichiana,5284540,https://gbif.org/species/5284540,,Taxus_wallichiana,67,Taxaceae,Pinales,4.320116678,9.703496311,9.471784,99,0.9900,y,EN,y,
edge_original,gymno,Abies_nebrodensis,Abies nebrodensis,Abies,nebrodensis,,,,name_match,ACCEPTED,100,Abies nebrodensis,2685577,https://gbif.org/species/2685577,,Abies_nebrodensis,70,Pinaceae,Pinales,4.251277728,4.256958004,4.256958,100,1.0000,y,CR,y,
edge_original,gymno,Pseudotsuga_sinensis,Pseudotsuga sinensis,Pseudotsuga,sinensis,,,,name_match,ACCEPTED,100,Pseudotsuga sinensis,2685783,https://gbif.org/species/2685783,,Pseudotsuga_sinensis,68,Pinaceae,Pinales,4.314384548,16.94301795,16.942634,100,1.0000,y,VU,y,
edge_original,gymno,Podocarpus_perrieri,Podocarpus perrieri,Podocarpus,perrieri,,,,name_match,ACCEPTED,100,Podocarpus perrieri,5286065,https://gbif.org/species/5286065,,Podocarpus_perrieri,69,Podocarpaceae,Pinales,4.287306891,4.380888181,3.667552057,96,0.9600,y,CR,y,
edge_original,gymno,Pinus_squamata,Pinus squamata,Pinus,squamata,,,,name_match,ACCEPTED,100,Pinus squamata,5285242,https://gbif.org/species/5285242,,Pinus_squamata,72,Pinaceae,Pinales,4.153895875,4.227663992,4.147963,100,1.0000,y,CR,y,
edge_original,gymno,Encephalartos_aemulans,Encephalartos aemulans,Encephalartos,aemulans,,,,name_match,ACCEPTED,100,Encephalartos aemulans,2683700,https://gbif.org/species/2683700,,Encephalartos_aemulans,71,Zamiaceae,Cycadales,4.190120992,4.420917354,4.420687,100,1.0000,y,CR,y,
edge_original,gymno,Taxus_globosa,Taxus globosa,Taxus,globosa,,,,name_match,ACCEPTED,100,Taxus globosa,5284554,https://gbif.org/species/5284554,,Taxus_globosa,75,Taxaceae,Pinales,4.095220372,9.444863837,9.217281,100,1.0000,y,EN,y,
edge_original,gymno,Encephalartos_cerinus,Encephalartos cerinus,Encephalartos,cerinus,,,,name_match,ACCEPTED,100,Encephalartos cerinus,2683793,https://gbif.org/species/2683793,,Encephalartos_cerinus,73,Zamiaceae,Cycadales,4.136438465,4.164694818,4.092094,100,1.0000,y,CR,y,
edge_original,gymno,Xanthocyparis_vietnamensis,Xanthocyparis vietnamensis,Xanthocyparis,vietnamensis,,,,name_match,ACCEPTED,100,Xanthocyparis vietnamensis,2683904,https://gbif.org/species/2683904,,Xanthocyparis_vietnamensis,76,Cupressaceae,Pinales,4.092839696,8.014581,8.014581,100,1.0000,y,EN,y,
edge_original,gymno,Ceratozamia_robusta,Ceratozamia robusta,Ceratozamia,robusta,,,,name_match,ACCEPTED,100,Ceratozamia robusta,2683625,https://gbif.org/species/2683625,,Ceratozamia_robusta,74,Zamiaceae,Cycadales,4.129513058,9.1,9.1,100,1.0000,y,EN,y,
edge_original,gymno,Cycas_tansachana,Cycas tansachana,Cycas,tansachana,,,,name_match,ACCEPTED,100,Cycas tansachana,2683248,https://gbif.org/species/2683248,,Cycas_tansachana,77,Cycadaceae,Cycadales,4.091384859,4.469290937,4.469282,99,0.9900,y,CR,y,
edge_original,gymno,Podocarpus_costaricensis,Podocarpus costaricensis,Podocarpus,costaricensis,,,,name_match,ACCEPTED,99,Podocarpus costaricensis,5285885,https://gbif.org/species/5285885,,Podocarpus_costaricensis,78,Podocarpaceae,Pinales,4.090267004,4.716410154,4.590372,99,0.9900,y,CR,y,
edge_original,gymno,Dacrydium_guillauminii,Dacrydium guillauminii,Dacrydium,guillauminii,,,,name_match,ACCEPTED,100,Dacrydium guillauminii,5286161,https://gbif.org/species/5286161,,Dacrydium_guillauminii,79,Podocarpaceae,Pinales,3.936386052,4.430046642,4.165895,100,1.0000,y,CR,y,
edge_original,gymno,Agathis_montana,Agathis montana,Agathis,montana,,,,name_match,ACCEPTED,99,Agathis montana,2685009,https://gbif.org/species/2685009,,Agathis_montana,80,Araucariaceae,Pinales,3.925210664,8.138481256,8.04153,100,1.0000,y,EN,y,
edge_original,gymno,Araucaria_scopulorum,Araucaria scopulorum,Araucaria,scopulorum,,,,name_match,ACCEPTED,99,Araucaria scopulorum,2684916,https://gbif.org/species/2684916,,Araucaria_scopulorum,81,Araucariaceae,Pinales,3.852466786,8.043880531,8.037314,100,1.0000,y,EN,y,
edge_original,gymno,Podocarpus_hispaniolensis,Podocarpus hispaniolensis,Podocarpus,hispaniolensis,,,,name_match,ACCEPTED,99,Podocarpus hispaniolensis,5286031,https://gbif.org/species/5286031,,Podocarpus_hispaniolensis,82,Podocarpaceae,Pinales,3.822990064,9.085996,9.085996,100,1.0000,y,EN,y,
edge_original,gymno,Cycas_sancti-lasallei,Cycas sancti-lasallei,Cycas,sancti-lasallei,,,,name_match,ACCEPTED,100,Cycas sancti-lasallei,7628821,https://gbif.org/species/7628821,,Cycas_sancti-lasallei,84,Cycadaceae,Cycadales,3.677416662,3.923852959,2.977848133,95,0.9500,y,CR,y,
edge_original,gymno,Cycas_segmentifida,Cycas segmentifida,Cycas,segmentifida,,,,name_match,ACCEPTED,100,Cycas segmentifida,2683277,https://gbif.org/species/2683277,,Cycas_segmentifida,83,Cycadaceae,Cycadales,3.81363341,8.341542486,8.341538,100,1.0000,y,EN,y,
edge_original,gymno,Zamia_wallisii,Zamia wallisii,Zamia,wallisii,,,,name_match,ACCEPTED,99,Zamia wallisii,5284016,https://gbif.org/species/5284016,,Zamia_wallisii,86,Zamiaceae,Cycadales,3.638394521,3.796320784,3.754969,99,0.9900,y,CR,y,
edge_original,gymno,Cycas_changjiangensis,Cycas changjiangensis,Cycas,changjiangensis,,,,name_match,ACCEPTED,100,Cycas changjiangensis,2683231,https://gbif.org/species/2683231,,Cycas_changjiangensis,85,Cycadaceae,Cycadales,3.674825211,8.13117568,8.13112,99,0.9900,y,EN,y,
edge_original,gymno,Cycas_fugax,Cycas fugax,Cycas,fugax,,,,name_match,ACCEPTED,100,Cycas fugax,2683263,https://gbif.org/species/2683263,,Cycas_fugax,88,Cycadaceae,Cycadales,3.620365392,3.994088058,3.92395,100,1.0000,y,CR,y,
edge_original,gymno,Podocarpus_decumbens,Podocarpus decumbens,Podocarpus,decumbens,,,,name_match,ACCEPTED,100,Podocarpus decumbens,5285906,https://gbif.org/species/5285906,,Podocarpus_decumbens,87,Podocarpaceae,Pinales,3.624645918,8.816176,8.816176,97,0.9700,y,EN,y,
edge_original,gymno,Prumnopitys_harmsiana,Prumnopitys harmsiana,Prumnopitys,harmsiana,,,,name_match,ACCEPTED,99,Prumnopitys harmsiana,2687261,https://gbif.org/species/2687261,,Prumnopitys_harmsiana,90,Podocarpaceae,Pinales,3.575472671,28.34929394,25.71920642,96,0.9600,y,NT,n,
edge_original,gymno,Araucaria_rulei,Araucaria rulei,Araucaria,rulei,,,,name_match,ACCEPTED,99,Araucaria rulei,2684977,https://gbif.org/species/2684977,,Araucaria_rulei,89,Araucariaceae,Pinales,3.61333005,7.161167109,6.88066,100,1.0000,y,EN,y,
edge_original,gymno,Cryptomeria_japonica,Cryptomeria japonica,Cryptomeria,japonica,,,,name_match,ACCEPTED,100,Cryptomeria japonica,5284237,https://gbif.org/species/5284237,,Cryptomeria_japonica,92,Cupressaceae,Pinales,3.483955498,28.92576902,28.826003,100,1.0000,y,NT,n,
edge_original,gymno,Podocarpus_palawanensis,Podocarpus palawanensis,Podocarpus,palawanensis,,,,name_match,ACCEPTED,100,Podocarpus palawanensis,5285907,https://gbif.org/species/5285907,,Podocarpus_palawanensis,91,Podocarpaceae,Pinales,3.573122219,3.899648867,3.1818319,93,0.9300,n,CR,n,
