RL.ID,Class,Order,Family,Kew.name,Common.name,RL.category,TBL.median,ED.median,EDGE.median,EDGE.Rank,Distribution.code,Distribution.name
32353,GINKGOOPSIDA,GINKGOALES,GINKGOACEAE,Ginkgo biloba,Maidenhair Tree,EN,315.0,315.0,151.023341081503,1,CN,China
34926,PINOPSIDA,PINALES,ARAUCARIACEAE,Wollemia nobilis,Wollemi Pine,CR,136.095033,136.095033001934,133.286324571103,2,AU,Australia
32975,PINOPSIDA,PINALES,ARAUCARIACEAE,Araucaria angustifolia,Parana Pine,CR,28.090047,41.5398632528277,39.5754207782176,3,"AR, BR, PY","Argentina, Brazil, Paraguay"
31052,PINOPSIDA,PINALES,PODOCARPACEAE,Acmopyle sahniana,,CR,29.379558,36.2328928176124,34.618710732647,4,FJ,Fiji
42107,CYCADOPSIDA,CYCADALES,ZAMIACEAE,Microcycas calocoma,Cork Palm,CR,29.42105,29.42105,29.3776837334177,5,CU,Cuba
31355,PINOPSIDA,PINALES,ARAUCARIACEAE,Araucaria araucana,Monkey Puzzle,EN,28.090047,56.1290885056079,24.9771575961544,6,"AR, CL","Argentina, Chile"
31002,PINOPSIDA,PINALES,PODOCARPACEAE,Parasitaxus usta,Cèdre rabougri,VU,100.731852,101.579984692334,23.9818163133443,7,NC,New Caledonia
34023,PINOPSIDA,PINALES,CUPRESSACEAE,Sequoiadendron giganteum,Giant Sequoia,EN,30.163409,43.6153762974025,23.1411275463225,8,US,United States of America
32317,PINOPSIDA,PINALES,CUPRESSACEAE,Metasequoia glyptostroboides,Dawn Redwood,EN,37.080714,47.5162518715991,23.0893393675263,9,CN,China
34051,PINOPSIDA,PINALES,CUPRESSACEAE,Sequoia sempervirens,Redwood,EN,30.163409,43.1431664952896,22.7674273648914,10,US,United States of America
31255,PINOPSIDA,PINALES,CUPRESSACEAE,Taiwania cryptomerioides,Coffin Tree,VU,86.097673,86.097673,19.923999278632,11,"CN, MM, TW, VN","China, Myanmar, Taiwan, Province of China, Viet Nam"
32316,PINOPSIDA,PINALES,PINACEAE,Cathaya argyrophylla,,VU,71.322332,71.322332,17.2884307289724,12,CN,China
34196,PINOPSIDA,PINALES,PINACEAE,Pseudolarix amabilis,Chinese Golden Larch ,VU,66.333857,66.3411129388198,14.9425020322821,13,CN,China
32312,PINOPSIDA,PINALES,CUPRESSACEAE,Glyptostrobus pensilis,Chinese Swamp Cypress,CR,13.973626,15.1027428146111,14.4021354433901,14,"CN, LA, VN","China, Lao People's Democratic Republic, Viet Nam"
32798,PINOPSIDA,PINALES,TAXACEAE,Pseudotaxus chienii,Whiteberry Yew,VU,62.005306,62.0053062417107,14.3147870919086,15,CN,China
30534,PINOPSIDA,PINALES,PODOCARPACEAE,Pherosphaera fitzgeraldii,Dwarf Mountain Pine,CR,3.236226,15.5737908742823,14.2303034762171,16,AU,Australia
38324,PINOPSIDA,PINALES,PODOCARPACEAE,Pectinopitys standleyi,Cipresillo,EN,27.058629485,28.4703645991852,13.5259430116961,17,CR,Costa Rica
41939,CYCADOPSIDA,CYCADALES,STANGERIACEAE,Stangeria eriopus,Natal Grass Cycad,VU,50.759524,50.7595240055413,12.3999097250993,18,"MZ, ZA","Mozambique, South Africa"
34107,PINOPSIDA,PINALES,PODOCARPACEAE,Pectinopitys ladei,Mt Spurgeon Black Pine,VU,45.213983,45.2356672365725,9.81001955775366,19,AU,Australia
30497,PINOPSIDA,PINALES,ARAUCARIACEAE,Araucaria heterophylla,Norfolk Island Pine,VU,39.45402,39.4540206357994,9.1564594779731,20,NF,Norfolk Island
30965,PINOPSIDA,PINALES,TAXACEAE,Taxus floridana,Florida Yew,CR,9.217281,9.47096959461823,8.76850242354479,21,US,United States of America
42048,CYCADOPSIDA,CYCADALES,CYCADACEAE,Cycas multipinnata,,CR,8.696645,8.696645,8.43574565,22,"CN, VN","China, Viet Nam"
42040,CYCADOPSIDA,CYCADALES,CYCADACEAE,Cycas hongheensis,,CR,10.323199,10.323199,8.33760401852445,23,CN,China
